KO	Quantification (KEGGCharter)	Taxon (KEGGCharter)	EC (ko-column)	KO (ko-column)	KO (KEGGCharter)	EC number (KEGGCharter)
K01802	1	Synechocystis	5.2.1.8	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	K01802,K03767,K03768,K03769,K03770,K03771,K03772,K03773,K03774,K03775,K05864,K07533,K09563,K09564,K09565,K09566,K09567,K09568,K09569,K09570,K09571,K09572,K09573,K09574,K09575,K09576,K09577,K09578,K09579,K10598,K12733,K12734,K12735,K12736,K12737,K12739,K14826,K27682	5.2.1.8
K01803	1	Synechocystis	5.3.1.1	K01803	K01803	5.3.1.1
K01807	1	Synechocystis	5.3.1.6	K01807,K01808	K01807,K01808	5.3.1.6
K01808	1	Synechocystis	5.3.1.6	K01807,K01808	K01807,K01808	5.3.1.6
K01809	1	Synechocystis	5.3.1.8	K01809,K15916,K16011,K28465	K01809,K15916,K16011,K28465	5.3.1.8
K01810	1	Synechocystis	5.3.1.9	K01810,K06859,K13810,K15916	K01810,K06859,K13810,K15916	5.3.1.9
K01814	1	Synechocystis	5.3.1.16	K01814,K24017	K01814,K24017	5.3.1.16
K01817	1	Synechocystis	5.3.1.24	K01817,K13498,K13501,K24017	K01817,K13498,K13501,K24017	5.3.1.24
K01823	1	Synechocystis	5.3.3.2	K01823	K01823	5.3.3.2
K01829	1	Synechocystis			K01829	
K01835	1	Synechocystis	5.4.2.2	K01835,K15778,K15779	K01835,K15778,K15779	5.4.2.2
K01838	1	Synechocystis	5.4.2.6	K01838	K01838	5.4.2.6
K01845	1	Synechocystis	5.4.3.8	K01845	K01845	5.4.3.8
K01866	1	Synechocystis	6.1.1.1	K01866	K01866	6.1.1.1
K01867	1	Synechocystis	6.1.1.2	K01867	K01867	6.1.1.2
K01868	1	Synechocystis	6.1.1.3	K01868	K01868	6.1.1.3
K01869	1	Synechocystis	6.1.1.4	K01869	K01869	6.1.1.4
K01870	1	Synechocystis	6.1.1.5	K01870	K01870	6.1.1.5
K01872	1	Synechocystis	6.1.1.7	K01872	K01872	6.1.1.7
K01873	1	Synechocystis	6.1.1.9	K01873	K01873	6.1.1.9
K01874	1	Synechocystis	6.1.1.10	K01874	K01874	6.1.1.10
K01875	1	Synechocystis	6.1.1.11	K01875	K01875	6.1.1.11
K01876	1	Synechocystis	6.1.1.12	K01876,K22503,K24278	K01876,K22503,K24278	6.1.1.12
K01878	1	Synechocystis	6.1.1.14	K01878,K01879,K01880,K14164	K01878,K01879,K01880,K14164	6.1.1.14
K01879	1	Synechocystis	6.1.1.14	K01878,K01879,K01880,K14164	K01878,K01879,K01880,K14164	6.1.1.14
K01881	1	Synechocystis	6.1.1.15	K01881,K14163	K01881,K14163	6.1.1.15
K01883	1	Synechocystis	6.1.1.16	K01883,K01884	K01883,K01884	6.1.1.16
K01885	1	Synechocystis	6.1.1.17	K01885,K14163	K01885,K14163	6.1.1.17
K01887	1	Synechocystis	6.1.1.19	K01887	K01887	6.1.1.19
K01889	1	Synechocystis	6.1.1.20	K01889,K01890	K01889,K01890	6.1.1.20
K01890	1	Synechocystis	6.1.1.20	K01889,K01890	K01889,K01890	6.1.1.20
K01892	1	Synechocystis	6.1.1.21	K01892	K01892	6.1.1.21
K01893	1	Synechocystis	6.1.1.22	K01893	K01893	6.1.1.22
K01895	1	Synechocystis	6.2.1.1	K01895,K01913,K24907	K01895,K01913,K24907	6.2.1.1
K01897	1	Synechocystis	6.2.1.3	K01897,K08746,K15013,K28161	K01897,K08746,K15013,K28161	6.2.1.3
K01902	1	Synechocystis	6.2.1.5	K01899,K01900,K01902,K01903	K01899,K01900,K01902,K01903	6.2.1.5
K01903	1	Synechocystis	6.2.1.5	K01899,K01900,K01902,K01903	K01899,K01900,K01902,K01903	6.2.1.5
K01911	1	Synechocystis	6.2.1.26	K01911,K14760	K01911,K14760	6.2.1.26
K01915	1	Synechocystis	6.3.1.2	K01915	K01915	6.3.1.2
K01916	1	Synechocystis	6.3.1.5	K01916	K01916	6.3.1.5
K01920	1	Synechocystis	6.3.2.3	K01920,K21456,K28983	K01920,K21456,K28983	6.3.2.3
K01921	1	Synechocystis	6.3.2.4	K01921	K01921	6.3.2.4
K01923	1	Synechocystis	6.3.2.6	K01587,K01923,K13713	K01587,K01923,K13713	6.3.2.6
K01924	1	Synechocystis	6.3.2.8	K01924	K01924	6.3.2.8
K01925	1	Synechocystis	6.3.2.9	K01925	K01925	6.3.2.9
K01928	1	Synechocystis	6.3.2.13	K01928,K15792	K01928,K15792	6.3.2.13
K01929	1	Synechocystis	6.3.2.10	K01798,K01929,K15792	K01798,K01929,K15792	6.3.2.10
K01933	1	Synechocystis	6.3.3.1	K01933,K11787,K11788	K01933,K11787,K11788	6.3.3.1
K01934	1	Synechocystis	6.3.3.2	K00603,K01934	K00603,K01934	6.3.3.2
K01935	1	Synechocystis	6.3.3.3	K01935,K19562	K01935,K19562	6.3.3.3
K01937	1	Synechocystis	6.3.4.2	K01937	K01937	6.3.4.2
K01939	1	Synechocystis	6.3.4.4	K01939	K01939	6.3.4.4
K01940	1	Synechocystis	6.3.4.5	K01940	K01940	6.3.4.5
K01945	1	Synechocystis	6.3.4.13	K01945,K11787,K11788,K13713	K01945,K11787,K11788,K13713	6.3.4.13
K01950	1	Synechocystis	6.3.5.1	K01950	K01950	6.3.5.1
K01951	1	Synechocystis	6.3.5.2	K01951	K01951	6.3.5.2
K01952	1	Synechocystis	6.3.5.3	K01952,K23264,K23265,K23269,K23270	K01952,K23264,K23265,K23269,K23270	6.3.5.3
K01955	1	Synechocystis	6.3.5.5	K01954,K01955,K01956,K11540,K11541	K01954,K01955,K01956,K11540,K11541	6.3.5.5
K01956	1	Synechocystis	6.3.5.5	K01954,K01955,K01956,K11540,K11541	K01954,K01955,K01956,K11540,K11541	6.3.5.5
K01961	1	Synechocystis	6.4.1.2,6.3.4.14	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01961,K11262,K11263	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568	6.3.4.14,6.4.1.2
K01962	1	Synechocystis	6.4.1.2,2.1.3.15	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01962,K01963,K01966,K11262,K15036,K15052,K18472,K18604,K19312,K27094	K01946,K01961,K01962,K01963,K01964,K01966,K11262,K11263,K15036,K15052,K18472,K18603,K18604,K19312,K22568,K27094	2.1.3.15,6.4.1.2
K01963	1	Synechocystis	6.4.1.2,2.1.3.15	K01946,K01961,K01962,K01963,K01964,K11262,K11263,K15036,K18472,K18603,K18604,K19312,K22568,K01946,K01962,K01963,K01966,K11262,K15036,K15052,K18472,K18604,K19312,K27094	K01946,K01961,K01962,K01963,K01964,K01966,K11262,K11263,K15036,K15052,K18472,K18603,K18604,K19312,K22568,K27094	2.1.3.15,6.4.1.2
K01972	1	Synechocystis	6.5.1.2	K01972	K01972	6.5.1.2
K01990	1	Synechocystis			K01990	
K01991	1	Synechocystis			K01991	
K01992	1	Synechocystis			K01992	
K01995	1	Synechocystis			K01995	
K01996	1	Synechocystis			K01996	
K01998	1	Synechocystis			K01998	
K01999	1	Synechocystis			K01999	
K02003	1	Synechocystis			K02003	
K02004	1	Synechocystis			K02004	
K02005	1	Synechocystis			K02005	
K02006	1	Synechocystis			K02006	
K02007	1	Synechocystis			K02007	
K02008	1	Synechocystis			K02008	
K02010	1	Synechocystis	7.2.2.7	K02010	K02010	7.2.2.7
K02011	1	Synechocystis			K02011	
K02012	1	Synechocystis			K02012	
K02013	1	Synechocystis			K02013	
K02014	1	Synechocystis			K02014	
K02015	1	Synechocystis			K02015	
K02016	1	Synechocystis			K02016	
K02017	1	Synechocystis	7.3.2.5	K02017,K15497	K02017,K15497	7.3.2.5
K02018	1	Synechocystis			K02018	
K02020	1	Synechocystis			K02020	
K02022	1	Synechocystis			K02022	
K02027	1	Synechocystis			K02027	
K02028	1	Synechocystis	7.4.2.1	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	K02028,K09972,K10000,K10004,K10008,K10010,K10017,K10021,K10025,K10038,K10041,K16960,K17063,K23058,K23060,K23064	7.4.2.1
K02030	1	Synechocystis			K02030	
K02031	1	Synechocystis			K02031	
K02032	1	Synechocystis			K02032	
K02033	1	Synechocystis			K02033	
K02034	1	Synechocystis			K02034	
K02035	1	Synechocystis			K02035	
K02036	1	Synechocystis	7.3.2.1	K02036	K02036	7.3.2.1
K02037	1	Synechocystis			K02037	
K02038	1	Synechocystis			K02038	
K02039	1	Synechocystis			K02039	
K02040	1	Synechocystis			K02040	
K02045	1	Synechocystis	7.3.2.3	K02045	K02045	7.3.2.3
K02046	1	Synechocystis			K02046	
K02047	1	Synechocystis			K02047	
K02048	1	Synechocystis			K02048	
K02049	1	Synechocystis			K02049	
K02050	1	Synechocystis			K02050	
K02051	1	Synechocystis			K02051	
K02055	1	Synechocystis			K02055	
K02065	1	Synechocystis			K02065	
K02066	1	Synechocystis			K02066	
K02067	1	Synechocystis			K02067	
K02069	1	Synechocystis			K02069	
K02071	1	Synechocystis			K02071	
K02078	1	Synechocystis			K02078	
K02092	1	Synechocystis			K02092	
K02093	1	Synechocystis			K02093	
K02094	1	Synechocystis			K02094	
K02095	1	Synechocystis			K02095	
K02096	1	Synechocystis			K02096	
K02097	1	Synechocystis			K02097	
K02108	1	Synechocystis			K02108	
K02109	1	Synechocystis			K02109	
K02110	1	Synechocystis			K02110	
K02111	1	Synechocystis	7.1.2.2,7.2.2.1	K02111,K02112,K02117,K02133,K02145,K02111,K02112,K02117	K02111,K02112,K02117,K02133,K02145	7.1.2.2,7.2.2.1
K02112	1	Synechocystis	7.1.2.2,7.2.2.1	K02111,K02112,K02117,K02133,K02145,K02111,K02112,K02117	K02111,K02112,K02117,K02133,K02145	7.1.2.2,7.2.2.1
K02113	1	Synechocystis			K02113	
K02114	1	Synechocystis			K02114	
K02115	1	Synechocystis			K02115	
K02116	1	Synechocystis			K02116	
K02160	1	Synechocystis			K02160	
K02188	1	Synechocystis	2.1.1.195	K02188	K02188	2.1.1.195
K02191	1	Synechocystis	2.1.1.196	K00595,K02191	K00595,K02191	2.1.1.196
K02192	1	Synechocystis			K02192	
K02221	1	Synechocystis			K02221	
K02224	1	Synechocystis	6.3.5.9,6.3.5.11	K02224	K02224	6.3.5.11,6.3.5.9
K02226	1	Synechocystis	3.1.3.73	K02226,K22316	K02226,K22316	3.1.3.73
K02227	1	Synechocystis	6.3.1.10	K02227	K02227	6.3.1.10
K02230	1	Synechocystis	6.6.1.2	K02230,K09882,K09883	K02230,K09882,K09883	6.6.1.2
K02231	1	Synechocystis	2.7.1.156,2.7.7.62	K02231,K02231,K19712	K02231,K19712	2.7.1.156,2.7.7.62
K02232	1	Synechocystis	6.3.5.10	K02232	K02232	6.3.5.10
K02233	1	Synechocystis	2.7.8.26	K02233	K02233	2.7.8.26
K02234	1	Synechocystis			K02234	
K02238	1	Synechocystis			K02238	
K02257	1	Synechocystis	2.5.1.141	K02257	K02257	2.5.1.141
K02259	1	Synechocystis	1.17.99.9	K02259	K02259	1.17.99.9
K02274	1	Synechocystis	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02275	1	Synechocystis	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02276	1	Synechocystis	7.1.1.9	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	K00404,K02256,K02274,K02275,K02276,K02277,K15408,K15862,K27109	7.1.1.9
K02284	1	Synechocystis			K02284	
K02285	1	Synechocystis			K02285	
K02286	1	Synechocystis			K02286	
K02287	1	Synechocystis			K02287	
K02288	1	Synechocystis	4.4.1.32	K02288,K02289	K02288,K02289	4.4.1.32
K02289	1	Synechocystis	4.4.1.32	K02288,K02289	K02288,K02289	4.4.1.32
K02290	1	Synechocystis			K02290	
K02291	1	Synechocystis	2.5.1.32	K02291,K17841	K02291,K17841	2.5.1.32
K02292	1	Synechocystis			K02292	
K02293	1	Synechocystis	1.3.5.5	K02293	K02293	1.3.5.5
K02294	1	Synechocystis			K02294	
K02303	1	Synechocystis	2.1.1.107	K00589,K02302,K02303,K02496,K13542,K13543	K00589,K02302,K02303,K02496,K13542,K13543	2.1.1.107
K02313	1	Synechocystis			K02313	
K02314	1	Synechocystis	5.6.2.3	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	K02209,K02210,K02212,K02314,K02540,K02541,K02542,K03722,K10706,K10726,K10742,K10844,K11136,K11338,K14326,K15254,K15255,K15362,K17265,K17680,K18947,K19036,K19783,K21499,K21502,K25237	5.6.2.3
K02316	1	Synechocystis	2.7.7.101	K02316	K02316	2.7.7.101
K02335	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02337	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02338	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02340	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02341	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02343	1	Synechocystis	2.7.7.7	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	K02319,K02320,K02322,K02323,K02324,K02325,K02326,K02327,K02330,K02331,K02332,K02334,K02335,K02336,K02337,K02338,K02339,K02340,K02341,K02342,K02343,K02344,K02345,K02346,K02349,K02350,K03506,K03508,K03509,K03510,K03511,K03512,K03513,K03763,K04479,K10981,K14159,K14162,K16618,K18942,K18963,K18964,K21037,K21237,K21238,K21314,K21923,K22761,K24802,K25055,K25268,K26366,K26367,K26378,K26379	2.7.7.7
K02355	1	Synechocystis			K02355	
K02356	1	Synechocystis			K02356	
K02357	1	Synechocystis			K02357	
K02358	1	Synechocystis			K02358	
K02372	1	Synechocystis	4.2.1.59	K01716,K02372,K16363	K01716,K02372,K16363	4.2.1.59
K02377	1	Synechocystis	1.1.1.271	K02377	K02377	1.1.1.271
K02426	1	Synechocystis			K02426	
K02428	1	Synechocystis			K02428	
K02433	1	Synechocystis	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02434	1	Synechocystis	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02435	1	Synechocystis	6.3.5.6,6.3.5.7	K02433,K02434,K02435,K02433,K02434,K02435,K03330,K03865,K09482	K02433,K02434,K02435,K03330,K03865,K09482	6.3.5.6,6.3.5.7
K02437	1	Synechocystis			K02437	
K02456	1	Synechocystis			K02456	
K02469	1	Synechocystis	5.6.2.2	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	5.6.2.2
K02470	1	Synechocystis	5.6.2.2	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	K02469,K02470,K02621,K02622,K03164,K03166,K03167,K03170,K26040,K26042,K26045,K26426	5.6.2.2
K02471	1	Synechocystis			K02471	
K02479	1	Synechocystis			K02479	
K02480	1	Synechocystis	2.7.13.3	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	K00936,K02476,K02478,K02480,K02482,K02484,K02486,K02489,K02491,K02668,K03407,K07636,K07637,K07638,K07639,K07640,K07641,K07642,K07643,K07644,K07645,K07646,K07647,K07648,K07649,K07650,K07651,K07652,K07653,K07654,K07655,K07656,K07673,K07674,K07675,K07676,K07677,K07678,K07679,K07680,K07681,K07682,K07683,K07697,K07698,K07700,K07701,K07704,K07706,K07708,K07709,K07710,K07711,K07716,K07717,K07718,K07768,K07769,K07777,K07778,K08082,K08475,K08479,K10125,K10681,K10715,K10819,K10909,K10916,K10942,K11231,K11328,K11354,K11356,K11357,K11383,K11520,K11527,K11614,K11617,K11623,K11629,K11633,K11637,K11640,K11691,K11711,K12294,K13040,K13532,K13533,K13587,K13598,K14489,K14980,K14982,K14986,K15011,K15850,K17060,K18072,K18143,K18345,K18350,K18351,K18940,K18986,K19077,K19081,K19609,K19616,K19621,K19661,K19690,K19691,K19692,K20263,K20339,K20487,K20973,K20974,K20975,K25212,K27076,K27105,K27882,K27884	2.7.13.3
K02483	1	Synechocystis			K02483	
K02487	1	Synechocystis			K02487	
K02492	1	Synechocystis	1.2.1.70	K02492	K02492	1.2.1.70
K02493	1	Synechocystis	2.1.1.297	K02493,K19589	K02493,K19589	2.1.1.297
K02499	1	Synechocystis			K02499	
K02500	1	Synechocystis	4.3.2.10	K01663,K02500,K02501	K01663,K02500,K02501	4.3.2.10
K02501	1	Synechocystis	4.3.2.10	K01663,K02500,K02501	K01663,K02500,K02501	4.3.2.10
K02502	1	Synechocystis			K02502	
K02503	1	Synechocystis			K02503	
K02518	1	Synechocystis			K02518	
K02519	1	Synechocystis			K02519	
K02520	1	Synechocystis			K02520	
K02528	1	Synechocystis	2.1.1.182	K02528	K02528	2.1.1.182
K02533	1	Synechocystis			K02533	
K02535	1	Synechocystis	3.5.1.108	K02535,K16363	K02535,K16363	3.5.1.108
K02536	1	Synechocystis	2.3.1.191	K02536	K02536	2.3.1.191
K02548	1	Synechocystis	2.5.1.74	K02548	K02548	2.5.1.74
K02549	1	Synechocystis	4.2.1.113	K02549,K14759	K02549,K14759	4.2.1.113
K02551	1	Synechocystis	2.2.1.9	K02551,K14759	K02551,K14759	2.2.1.9
K02552	1	Synechocystis	5.4.4.2	K01851,K02361,K02552,K04781,K14759	K01851,K02361,K02552,K04781,K14759	5.4.4.2
K02563	1	Synechocystis	2.4.1.227	K02563	K02563	2.4.1.227
K02600	1	Synechocystis			K02600	
K02601	1	Synechocystis			K02601	
K02619	1	Synechocystis	4.1.3.38	K02619,K03342,K18482	K02619,K03342,K18482	4.1.3.38
K02631	1	Synechocystis	4.4.1.31	K02631,K02632	K02631,K02632	4.4.1.31
K02634	1	Synechocystis			K02634	
K02635	1	Synechocystis			K02635	
K02636	1	Synechocystis	7.1.1.6	K02636	K02636	7.1.1.6
K02637	1	Synechocystis			K02637	
K02638	1	Synechocystis			K02638	
K02639	1	Synechocystis			K02639	
K02641	1	Synechocystis	1.18.1.2	K00528,K02641,K21567	K00528,K02641,K21567	1.18.1.2
K02643	1	Synechocystis			K02643	
K02650	1	Synechocystis			K02650	
K02652	1	Synechocystis			K02652	
K02653	1	Synechocystis			K02653	
K02654	1	Synechocystis	3.4.23.43	K02236,K02278,K02464,K02506,K02654,K10966	K02236,K02278,K02464,K02506,K02654,K10966	3.4.23.43
K02657	1	Synechocystis			K02657	
K02658	1	Synechocystis			K02658	
K02659	1	Synechocystis			K02659	
K02660	1	Synechocystis			K02660	
K02662	1	Synechocystis			K02662	
K02663	1	Synechocystis			K02663	
K02664	1	Synechocystis			K02664	
K02666	1	Synechocystis			K02666	
K02669	1	Synechocystis			K02669	
K02687	1	Synechocystis			K02687	
K02689	1	Synechocystis	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02690	1	Synechocystis	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02691	1	Synechocystis	1.97.1.12	K02689,K02690,K02691	K02689,K02690,K02691	1.97.1.12
K02692	1	Synechocystis			K02692	
K02693	1	Synechocystis			K02693	
K02694	1	Synechocystis			K02694	
K02696	1	Synechocystis			K02696	
K02697	1	Synechocystis			K02697	
K02698	1	Synechocystis			K02698	
K02699	1	Synechocystis			K02699	
K02700	1	Synechocystis			K02700	
K02703	1	Synechocystis	1.10.3.9	K02703,K02706	K02703,K02706	1.10.3.9
K02704	1	Synechocystis			K02704	
K02705	1	Synechocystis			K02705	
K02706	1	Synechocystis	1.10.3.9	K02703,K02706	K02703,K02706	1.10.3.9
K02707	1	Synechocystis			K02707	
K02708	1	Synechocystis			K02708	
K02709	1	Synechocystis			K02709	
K02710	1	Synechocystis			K02710	
K02711	1	Synechocystis			K02711	
K02712	1	Synechocystis			K02712	
K02713	1	Synechocystis			K02713	
K02714	1	Synechocystis			K02714	
K02715	1	Synechocystis			K02715	
K02716	1	Synechocystis			K02716	
K02717	1	Synechocystis			K02717	
K02718	1	Synechocystis			K02718	
K02719	1	Synechocystis			K02719	
K02720	1	Synechocystis			K02720	
K02722	1	Synechocystis			K02722	
K02723	1	Synechocystis			K02723	
K02724	1	Synechocystis			K02724	
K02825	1	Synechocystis	2.4.2.9	K00761,K02825	K00761,K02825	2.4.2.9
K02834	1	Synechocystis			K02834	
K02835	1	Synechocystis			K02835	
K02836	1	Synechocystis			K02836	
K02837	1	Synechocystis			K02837	
K02838	1	Synechocystis			K02838	
K02851	1	Synechocystis	2.7.8.33,2.7.8.35	K02851	K02851	2.7.8.33,2.7.8.35
K02860	1	Synechocystis			K02860	
K02863	1	Synechocystis			K02863	
K02864	1	Synechocystis			K02864	
K02867	1	Synechocystis			K02867	
K02871	1	Synechocystis			K02871	
K02874	1	Synechocystis			K02874	
K02876	1	Synechocystis			K02876	
K02878	1	Synechocystis			K02878	
K02879	1	Synechocystis			K02879	
K02881	1	Synechocystis			K02881	
K02884	1	Synechocystis			K02884	
K02886	1	Synechocystis			K02886	
K02887	1	Synechocystis			K02887	
K02888	1	Synechocystis			K02888	
